Row,d18O_GRIP,age_GRIP,d18O_GISP,age_GISP
1693,-39.92,54155.45,,
1694,-40.06,54214.75,,
1695,-38.78,54269.05,,
1696,-39.26,54319.55,,
1697,-38.66,54369.7,,
1698,-38.16,54415.85,,
1699,-38.71,54462.2,,
1700,-38.48,54509.7,,
1701,-38.55,54556.75,,
1702,-39.2,54606.6,,
1703,-38.8,54657.4,,
1704,-38.71,54706.35,,
1705,-38.39,54753.9,,
1706,-38.29,54800.05,,
1707,-38.19,54845.6,,
1708,-38.44,54891.7,,
1709,-37.99,54937.3,,
1710,-38.44,54982.95,,
1711,-38.77,55031.3,,
1712,-38.23,55079.05,,
1713,-37.95,55124.05,,
1714,-38.65,55170.6,,
1715,-38.71,55219.8,,
1716,-38.67,55269.1,,
1717,-38.23,55316.85,,
1718,-37.75,55361.65,,
1719,-37.5,55404.25,,
1720,-37.58,55446.45,,
1721,-37.11,55487.75,,
1722,-38.26,55531.2,,
1723,-36.93,55574.25,,
1724,-37.22,55614.35,,
1725,-37.41,55655.7,,
1726,-38.26,55700.15,,
1727,-37.07,55743.85,,
1728,-37.06,55784.15,,
1729,-39.38,55832.4,,
1730,-39.38,55888.65,,
1731,-38.55,55941.5,,
1732,-36.85,55986,,
1733,-37.25,56026.55,,
1734,-40.12,56079.55,,
1735,-40.31,56145.25,,
1736,-40.34,56212.35,,
1737,-40.58,56281.3,,
1738,-38.87,56342.85,,
1739,-38.49,56393.9,,
1740,-36.67,56438.3,,
1741,-38.06,56481.3,,
1742,-37.1,56525.4,,
1743,-38.04,56569.45,,
1744,-39.17,56620.6,,
1745,-37.03,56669,,
1746,-37.31,56710.95,,
1747,-36.32,56751.4,,
1748,-36.85,56790.75,,
1749,-36.2,56829.95,,
1750,-37.11,56869.85,,
1751,-39.75,56921.75,,
1752,-39.93,56984.75,,
1753,-40.73,57054,,
1754,-38.79,57117.75,,
1755,-36.18,57163.4,,
1756,-36.28,57201.75,,
1757,-38.26,57245.7,,
1758,-39.6,57300.9,,
1759,-40.79,57369.4,,
1760,-40.32,57442.2,,
1761,-41.07,57517.35,,
1762,-40.35,57592.8,,
1763,-41.87,57675.8,,
1764,-41.1,57764.45,,
1765,-40.81,57843.75,,
1766,-41.54,57927.1,,
1767,-41.02,58012.2,,
1768,-39.95,58085.45,,
1769,-40.54,58155.2,,
1770,-39.98,58225.2,,
1771,-40.24,58293.3,,
1772,-40.35,58363.85,,
1773,-40.48,58436.1,,
1774,-41.04,58513.6,,
1775,-40.1,58588.7,,
1776,-39.02,58651.4,,
1777,-40.5,58716.9,,
1778,-40.74,58792.7,,
1779,-39.71,58863.6,,
1780,-40.96,58936.35,,
1781,-41.21,59019.8,,
1782,-40.79,59102.05,,
1783,-41.23,59184.6,,
1784,-41.44,59272.8,,
1785,-41.33,59362.1,,
1786,-41.63,59453.45,,
